id|city|osex|cyear|quality|year|buyer.fname|buyer.lname|buyer.ethnicity|buyer.gender|buyer.age|buyer.nationality|house.type|size|n.rooms|n.bathrooms|price
PT-935|Lx||2003|Very High|2020|Azzaam|al-Hosein|6|0|44|Portugal|Vivenda|255.71|3|3|390
PT-296|Lisboa|Female|2003|Medium|2020|Cailee|Benjamin|3|1|46|Portugl|Vivenda|253.19|3|2|434
PT-151|Coimbra|Female||High|2021|Heivi|Avitia|4|1|40|Portugal||135.33|3|4|438
PT-1277|Lisboa|||High|2017|Leandra|Stencel|4|1|22|United States of America|Apartamento|260.45|3|2|612
PT-1319|Lisboa||1998|High|2022|T'Keyah|Mosely|3|1|71|Pt|Apartamento|197.68|3|3|474
PT-121|Lisboa||2014|High|2016|Cameron|Joseph|3|0|33|Pt|Vivenda|160.32|3|3|464
PT-289|Faro|Female|1980|Perfect|2015|Justin|Kane|5|0|49|Portugl|Quinta|226.32|3|4|518
PT-1007|Lagos|Male|1960||2015|Jaad|al-Pirani|6|0|34|UK|Vivenda|123.14|3|4|443
PT-1151|Lisboa|Male|1997|High|2016|Kristina|Sivisay|2|1|38|UK|Apartamento|290.38|3|2|483
PT-417|LISBOA|Female|1997|Low|2017|Mercedes|Magana|4|1|62|Portugal|Apartamento|251.61|3|2|395
PT-1353|Porto|Male|2014|Very High|2017|Tony|Pfingsten|2|0|45|England|Vivenda|324.06|3|1|453
PT-452|||1975|Perfect|2020|Terry|Cooper|1|0|44|EUA|Vivenda|181.75|3|3|502
PT-931|Lisboa|||High|2022|Carlos|Valles-Gonzales|4|0|42|UK||159.81|3|2|473
PT-353|Lx|Female|2000|High|2020|David|Orona|1|0|30|England|Vivenda|96.33|3|1|445
PT-1034|Lisboa||2007|Low|2016|Olivia|Wong|2|1|42|Portugal|Vivenda|276.82|3|4|445
PT-717|Lisboa||2008|Low|2019|Riley|Oliveros|4|1|37|USA||96.69|3|2|452
PT-560|Portimão|Female||Low|2020|Grant|Stotsky|5|0|38|Portugl||297.19|3|2|552
PT-522|Lisboa|Male|1975|High|2023|Nayeli|Chavez|4|1|59|England|Apartamento|118.15|3|3|504
PT-879|Porto||1950|High|2023|Norma|Rivera|4|1|48||Apartamento|275.1|3|1|469
PT-817|PORTO||1999|Medium|2019|Nalani|Hendrix|3|1|50|EUA|Apartamento|99.54|3|2|336
PT-447|Lisboa|Male||High|2023|Victoria|Erickson|5|1|31|United States of America|Apartamento|265.22|3|3|379
PT-1224||Female||Medium|2021|Tom|Coats|4|0|75|England|Apartamento|102.64|3|4|453
PT-432|Porto||2000|High|2018|Dakota|Shakespeare|1|0|43|Prt||224|3|2|461
PT-731||Female|2007|High|2015|Benjamin|Lewis|1|0|42|||123.75|3|3|436
PT-930||||Very High|2022|Amy|Sun|2|1|50|EUA|Apartamento|216.16|3|4|391
PT-780|Lisboa||1997|High|2015|Jesse|Train|5|0|44|USA|Vivenda|151.98|3|4|483
PT-705||Male||High|2018|Austin|Hamlin|1|0|46|Portugl|Apartamento|217.16|3|4|439
PT-803|Proto|Male|||2019|Jeremy|Loughridge|1|0|52|Prt|Vivenda|122.98|3|30|411
PT-1227|Faro||2000|High|2015|Matthew|Joel|2|0|51|Prt|Apartamento|141.41|3|30|441
PT-584|Lisboa||2007|High|2019|Emerson|Watkines|3|0|35|United States of America|Vivenda|261.83|3|2|459
PT-905|Lisboa|Female|1950|Very High|2021|Azmi|al-Asad|6|0|66|Portugl||210.78|3|3|466
PT-1054|Porto||1995|Medium|2017|Kayla|Smith|3|1|52|England||149.38|3|3|408
PT-1113|Lisboa|Male|1920|Low|2017|Kincaid|Chavez|1|0|57|Pt||153.16|3|4|367
PT-1313||Female|2015|Perfect|2023|Kenneth|Lo|2|0|48|Portugl|Apartamento|117.11|3|4|469
PT-619|PORTO|Female||High|2015|Noori|al-Meer|6|0|54|ENGLAND|Quinta|233.81|3|3|440
PT-698|PORTO|||High|2015|Trei|Matthews|3|0|41|Portugal|Vivenda|325.42|3|4|483
PT-864||Female||High|2021|Edgar|Archuleta|4|0|33|USA||165.45|3|2|510
PT-519|Lx|Female|1950||2018|Tiffany|Oda|2|1|52|Prt|Apartamento|283.46|3|4|402
PT-1322|Faro|Female|2007||2016|Raaida|al-Hashemi|6|1|17|Portugal|Apartamento|165.35|3|4|467
PT-992|LISBOA||1960|High|2017|Randy|Wiebelhaus|5|0|55|Prt|Quinta|173.45|3|1|537
PT-577||Male|||2015|Tremayne|Brockington|3|0|63|England|Quinta|179.33|3|3|435
PT-1125|Lisboa|Female|1950|High|2018|Fawzaana|el-Abdul|6|1|41|USA|Apartamento|257.15|3|2|511
PT-1011|Porto|Male|1950|Very High|2023|Nhi|D'Rosario|2|1|46|USA|Apartamento|106.52|3|4|425
PT-119|PORTO|Male|1900|Medium|2017|Lashaina|Olsen|3|1|36|UK|Vivenda|331.75|3|2|510
PT-1|||2004|High|2015|Taaj|al-Taha|6|0|32|USA||167.54|3|1|461
PT-1136|PORTO|Female|2013|High|2022|David|Williamsnash|3|0|56|Portugal|Vivenda|108.41|3|2|477
PT-610|LISBOA|Female|||2019|Louis|Marfil|2|0|47|Prt|Apartamento|213.12|3|4|477
PT-542|||2000||2020|Taylor|Castille|3|1|39|England|Apartamento|279.79|3|3|441
PT-1314|Lisboa|Female|1950|High|2017|Sarah|Carner|5|1|51||Apartamento|166.09|3|3|487
PT-1299|Lisboa|Male||High|2016|Savannah|Wolf|5|1|52|EUA||112.02|3|4|373
PT-162|PORTO|Female|1999|Perfect|2018|Yoonus|el-Kazmi|6|0|60||Apartamento|191.15|3|2|429
PT-163|LISBOA||1950|High|2016|Fakeeha|al-Hussein|6|1|37||Quinta|207.96|3|3|411
PT-581|Porto|Female|1996|Perfect|2023|Jennifer|Phu|2|1|29|UK|Vivenda|232.52|3|4|389
PT-88|Lisboa|Male||High|2023|Danny|Taase|2|0|35|EUA|Vivenda|327.38|3|2|439
PT-1102|Lisboa|Female|1999||2023|Tiaunna|Bile|3|1|55|Pt|Quinta|174.52|3|3|411
PT-684|Lisboa|Female|1975|High|2020|Justin|Coreau|1|0|51||Apartamento|323.36|3|2|442
PT-1240|Lisboa|Male|2000|Perfect|2021|Kevin|Lestenkof|1|0|45|PT|Quinta|122.31|3|2|496
PT-802|LISBOA|Female|1995|High|2022|Mushtaaqa|al-Shakir|6|1|38|PT||239.09|3|2|540
PT-981|Lx|Male|1975|Medium|2019|Christopher|Trujillo|3|0|51|Prt|Apartamento|199.83|3|4|443
PT-1144|PORTO|Female|1920|High|2023|Amanda|Yuan|2|1|74|EUA|Apartamento|287.68|3|1|526
PT-624|PORTO||2008||2017|Karol|Duerst|5|0|42|ENGLAND|Quinta|197.09|3|4|472
PT-1242||||High|2019|Navar|Martin|1|0|35|UK|Apartamento|331.03|3|3|499
PT-741|Proto|Female|2015|Very High|2015|Josiah|Carter|3|0|69|Pt|Vivenda|133.61|3|2|495
PT-630|Lagos||2000|High|2015|Felipe|Navarro|4|0|28|England|Apartamento|262.73|3|2|444
PT-763|Lisboa|Male|1980|Medium|2017|Stephanie|Last|5|1|81||Vivenda|177.91|3|1|539
PT-1294||Male|1950||2017|Rachel|Hoang|2|1|54|||128.1|3|3|336
PT-627|Porto|Male|1950|Low|2022|Shaheed|al-Shahidi|6|0|23|Pt|Vivenda|268.55|3|2|471
PT-1201|Proto||2015|High|2019|Destiny|Ramirez|4|1|42|Pt|Vivenda|118.18|3|2|432
PT-379||Female|1950|High|2022|Rewina|O'Bryan|3|1|38|United States of America|Vivenda|223.72|3|2|544
PT-1287|||1996|High|2022|Adrianna|Mason|3|1|61|England|Vivenda|173.63|3|2|432
PT-782|Proto|Female||High|2023|Scott|Pfannenstiel|2|0|47|ENGLAND||227.39|3|3|505
PT-83|PORTO|Male|2000|High|2017|Daniela|Santistevan|4|1|36|Prt|Apartamento|151.23|3|3|532
PT-933|Lisboa||2004|High|2022|Cynthia|Sandoval|4|1|37|USA|Apartamento|134.01|3|1|454
PT-586||Female|2008|Perfect|2021|Kashaun|Tatum|3|0|40|Pt|Apartamento|162.41|3|3|445
PT-749|||2012|Medium|2023|Isaiah|Thomas|3|0|18|Portugal|Apartamento|296.57|3|4|405
PT-962|Lx|Male|1995|High|2022|Hishaam|al-Farran|6|0|34|ENGLAND||94.59|3|2|407
PT-191|Porto|Female|2015|Medium|2019|Jenna|Lor|2|1|42|Prt|Quinta|203.33|3|4|469
PT-506|Lagos|Male|1960|Medium|2019|Edward|Minter|3|0|42|England|Apartamento|338.41|3|3|449
PT-685|Lisboa|Female|2008|Low|2017|Wajdiyya|al-Mirza|6|1|38|USA|Vivenda|219.3|3|4|534
PT-1076|Proto||2005|High|2017|Devyn|Guerra|4|1|52|||290.39|3|2|347
PT-499||Female|1960|Medium|2022|Jenna|Ellsworth|5|1|51|England|Apartamento|274.97|3|2|453
PT-758|Lisboa|Female|||2015|Kacey|Kerns|5|1|59||Vivenda|335.66|3|4|504
PT-1063|PORTO||2004||2018|Lisa|Spencer|5|1|46|Portugal|Apartamento|274.09|3|2|429
PT-1225|Lisboa|Female|2014|Very High|2018|Maritza|Deras|4|1|47|Portugal|Vivenda|230.79|3|4|476
PT-238|Lagos||2017|Perfect|2023|Elsa|Hinojos|4|1|44|Pt||243.69|3|4|521
PT-1121|Lisboa||2007|High|2022|Kentanya|Braxton|3|1|36||Apartamento|202.56|3|2|333
PT-199|Porto|Female|2014|High|2023|Sarah|Guimont|1|1|28|England|Vivenda|135.77|3|30|446
PT-682|Lisboa|Female|1998||2018|Muthanna|al-Tahir|6|0|60|Portugl|Vivenda|121|3|3|436
PT-426|||1998|Medium|2019|Ethan|Guss|3|0|42|UK|Quinta|205.12|3|4|440
PT-720|Lisboa|Female|1998|Low|2017|Ashwini|Caccamise|2|1|43||Apartamento|314.47|3|2|448
PT-837|LISBOA|Female||High|2020|Gabriel|Vue|2|0|67|Portugal||100.9|3|4|497
PT-386|Lisboa||2006|High|2022|Kimberly|Eres|4|1|36|ENGLAND|Apartamento|337.25|3|1|470
PT-126|PORTO||1995|High|2020|Azeema|al-Raad|6|1|26|ENGLAND|Quinta|97.3|3|2|406
PT-1340|Proto||2012|Perfect|2017|Vinh|Vathanavarin|2|0|28|PT|Vivenda|216.04|3|3|474
PT-867||Male|2003|Very High|2016|Umar|Mark|2|0|58|PT|Apartamento|135.24|3|3|502
PT-724|Coimbra|Male|2014||2021|Dominic|Morales|4|0|61||Quinta|110.01|3|3|374
PT-761|Portimão|Male|2016|Low|2015|Joseph|Metoyer|3|0|10|PT|Apartamento|228.45|3|2|454
PT-904|Lisboa||1995||2022|Afaaf|al-Shahan|6|1|32|USA|Quinta|118.42|3|4|481
PT-1283|Lisboa||2015|High|2021|Izza|al-Meer|6|1|11||Quinta|188.24|3|3|530
PT-640|LISBOA|||Perfect|2023|Grant|Johnson|5|0|51|Portugl|Vivenda|321.64|3|2|403
PT-922||Male|2014|Perfect|2019|Samantha|O'Reilly|5|1|35|UK||183.98|3|3|480
PT-955|||2003|Medium|2015|Maggie Rose|Carson|1|1|48|Portugal||253.85|3|2|422
PT-801|Lisboa|Female|2006|Very High|2017|Colby|Vaughn|3|0|36|||212.88|3|1|534
PT-153||Male|1900|High|2020|Brandon|Parkos|5|0|22|England|Vivenda|153.35|3|3|451
PT-1289|||1995||2019|Spencer|Giltner|3|0|35|Portugal||239.13|3|2|478
PT-1188|Lisboa|Female|2017|High|2015|Kumiko|Tripathi|2|1|46||Apartamento|334.99|3|2|484
PT-251||||High|2016|Alexis|Werden|4|0|49|England|Apartamento|220|3|2|443
PT-1286||Female|1996|Low|2020|Charles|Grove|3|0|39|Portugl|Quinta|334.09|3|4|460
PT-1298|||2001|Very High|2016|Robert|Eggert|5|0|67|Portugal|Quinta|126.36|3|4|452
PT-564|Lagos||1997|Perfect|2021|Stuart|Gonzales|4|0|45|PT|Apartamento|294.32|3|4|562
PT-234|Lisboa||2000||2019|Fawzi|al-Rashed|6|0|30||Apartamento|325.91|3|4|544
PT-695||||Perfect|2019|Mardiyya|el-Sylla|6|1|40|PT|Quinta|200.69|3|2|414
PT-1037|Lisboa|Male|1995|High|2018|Dominic|Reyes|4|0|67|USA|Quinta|180.32|3|4|424
PT-753|Porto|Female|1920||2020|Kayla|Hurt|3|1|54|Prt|Vivenda|286.98|3|2|405
PT-1306|Coimbra||2008||2018|Kayla|Alderete|1|1|68|USA|Vivenda|296.24|3|3|382
PT-497||Female|2015||2017|Kendrick|Gray|3|0|60||Vivenda|335.51|3|1|515
PT-388|Portimão||1999|Low|2016|Shaddaad|el-Jan|6|0|32|Pt|Vivenda|280.68|3|3|435
PT-82|Lisboa|Female|2001||2022|Marco|Olmeda|4|0|33|Prt||202.88|3|3|444
PT-1233|Lisboa|Female|1998|High|2015|Mahdeeya|el-Haidar|6|1|31|USA|Quinta|121.18|3|4|570
PT-593|Lx||1980|High|2021|Tammy|Castillo|2|1|39|Prt|Vivenda|324.32|3|3|348
PT-708|||1997|Medium|2017|Adeeb|al-Mirza|6|0|75|EUA|Vivenda|306.66|3|3|507
PT-385|Porto|Male|1960|Perfect|2021|Hiu Yan|Skalla|2|1|54|||237.95|3|3|492
PT-877|Proto||1995|High|2018|Vivien|Snow|3|1|23|UK|Vivenda|173.91|3|30|469
PT-1380|Coimbra|Female|2003|Perfect|2022|Nikhilesh|Jeon|2|0|26|United States of America|Apartamento|202.28|3|1|489
PT-2|Lx||2000|High|2018|Sharden|Jackson|3|0|54|EUA|Vivenda|334.12|3|1|398
PT-198||Male|2012|High|2015|Trang|Sun|2|1|41|England|Vivenda|242.55|3|2|534
PT-1061||Female|2005|High|2023|Shuaib|al-Shaban|6|0|51|England||179.01|3|2|414
PT-319|Porto|Female|2013|Perfect|2021|Nomin|Dao|2|1|41|Prt||314.83|3|4|481
PT-1267|PORTO|Male|2013|Medium|2018|Lubaaba|al-Jamail|6|1|58|Portugl|Apartamento|110.26|3|2|460
PT-949|Lisboa|Female|1998|High|2019|Olivia|Brown|1|1|26|United States of America|Apartamento|289.37|3|2|465
PT-745|Lisboa||1995||2021|Mark|Liquete|2|0|16|Portugal||156.71|3|2|392
PT-643||Male|1920|High|2019|Mujahid|al-Malik|6|0|46|PT|Apartamento|313.46|3|4|395
PT-314|Lisboa||2000||2017|Joshua|Dockary|3|0|73||Apartamento|327.39|3|1|472
PT-1028|Lisboa|Male|||2017|Israa|el-Masri|6|1|32|Portugl|Quinta|197.62|3|2|428
PT-523|PORTO|Male|2001|High|2015|Kyja|Jones|3|1|38|PT|Vivenda|283.88|3|1|418
PT-233|Coimbra|Male|2014|High|2016|Michael|Avila|4|0|66|UK|Vivenda|320.9|3|3|513
PT-507||Female|2001|Medium|2016|Amru|el-Yusuf|6|0|67|UK|Apartamento|244.92|3|1|467
PT-235|Portimão|Female|1997|Low|2018|Dakota|Burch|1|0|28|USA|Vivenda|93.41|3|3|433
PT-402|Portimão|Female|1996||2018|Susan|Rinner|5|1|48|United States of America|Apartamento|302.72|3|30|464
PT-808|Porto|Female|1997||2021|Jaquea|Hodge|3|1|44|USA||243.71|3|2|436
PT-767|LISBOA||1998|Very High|2022|Salma|el-Ahsan|6|1|33||Vivenda|259.31|3|4|442
PT-1021|Portimão||2006|Low|2021|Mercedes|Houghton|5|1|21|PT|Quinta|292.92|3|3|481
PT-423||Male||Perfect|2021|Brandon|Macias|4|0|41|United States of America|Vivenda|293.46|3|2|449
PT-635|Lisboa|Female|2014|Perfect|2019|Neko|Mikeljack|5|0|30|England|Vivenda|322.84|3|3|459
PT-1237||Male|2016|High|2020|Naseefa|al-Vaziri|6|1|21|PT|Apartamento|296.55|3|1|461
PT-164|Lx|Female|1980|High|2021|Jaylin|Jiple|3|0|49|USA|Vivenda|268.73|3|4|490
PT-637|Lisboa||1995|High|2018|Tulaiha|al-Shah|6|1|38|England|Apartamento|133.83|3|2|438
PT-576|Porto||1998||2015|Alana|Conrad-Buckley|1|1|53|PT|Vivenda|186.05|3|2|443
PT-383||Male|1996|High|2021|Triston|Pacheco|4|0|46|Pt||200.6|3|3|519
PT-1366||Female|2013|High|2017|Serge|Lambert|5|0|26|EUA|Quinta|239.58|3|3|496
PT-192|Lx|Female|1996|High|2021|Tiffany|Lee|2|1|55|USA|Vivenda|237.98|3|4|471
PT-124|Lx||1999|Medium|2019|Henry|Wedgeworth|3|0|66|Portugal|Vivenda|120.18|3|30|523
PT-1204|Lisboa|Female|1997|Medium|2015|Destenie|Mccarville|5|1|59|Portugl|Quinta|214.92|3|3|456
PT-882|Lagos||2007|High|2023|Jose|Barella|4|0|49|USA||107.67|3|3|410
PT-1009||Female|1975|High|2022|Alisha|Costello|5|1|29|Pt|Apartamento|200.12|3|4|392
PT-889|Porto|Female||Perfect|2018|Emily|Wind|5|1|36|PT|Apartamento|141.24|3|3|477
PT-405|Lisboa||1960|High|2016|Jordan|White-Johnson|3|0|73|England|Apartamento|298.69|3|1|383
PT-263|Lisboa||2008|Very High|2018|Fermin Joshua|Love|2|0|63|United States of America||198.87|3|1|464
PT-788|Faro|Female|2015|Medium|2017|Sonny|Mace|1|0|41|EUA|Vivenda|96.67|3|1|441
PT-1004|Lisboa||1900|High|2016|Quinton|Peterson|3|0|41|England|Apartamento|172.05|3|2|399
PT-285|Porto|Male|||2018|April|Marquez|4|1|32|EUA|Apartamento|310.35|3|2|443
PT-838|Lagos||2001||2022|Maria|Mao|2|1|26|Portugal|Apartamento|153.86|3|2|551
PT-117|Coimbra||2017|High|2022|Brady|Valdez|1|0|61|UK|Vivenda|346.56|3|3|425
PT-678|||1960|High|2017|Nicholas|Taylor|5|0|65|EUA|Vivenda|94.85|3|3|430
PT-217|||2015|High|2023|Jesus|Lawrence|4|0|77|ENGLAND||254.19|3|4|410
PT-972||Male||High|2016|Maria|Garcia|4|1|42|Portugal|Apartamento|124|3|2|498
PT-725|Portimão|Female|2014|Low|2017|Kendra|Fisher|5|1|7|PT|Quinta|259.69|3|3|493
PT-1001|Lisboa|Female|1980|Low|2016|Connor|Armstrong|5|0|26|Prt||90.32|3|1|391
PT-125|Porto||1995|High|2021|Mikhail|Watts|5|0|59|Portugal|Apartamento|233.92|3|2|417
PT-1000|Porto||1995|Very High|2015|Emmanuel|Mack|3|0|53|EUA|Quinta|138.09|3|2|573
PT-968|Coimbra|Male|1997|Low|2020|Summer|Root|1|1|92|PT||288.9|3|4|497
PT-215|Lisboa|Male|1950|Low|2022|Coyote-Cache|Garner|1|0|62|United States of America||276.49|3|2|379
PT-675|||1900|High|2017|Haseena|el-Yasin|6|1|17|USA||142.62|3|2|505
PT-1388||Female|1920|Low|2021|Amaan|el-Shahin|6|0|38|Portugal||167.21|3|1|519
PT-521|Lisboa|Male|1960|High|2021|Kenya|Grayes|3|1|56|Portugal|Quinta|133.46|3|2|456
PT-44|LISBOA|Female|2015|Medium|2021|Cheyenne|Dalton|5|1|68|UK|Apartamento|240.94|3|1|498
PT-1013|LISBOA|Female|2016||2016|Savannah|Esquibel|4|1|27|Portugal|Quinta|343.53|3|2|485
PT-1308|||1995|Very High|2015|Erika|Lambert|4|1|46|Prt|Vivenda|219.39|3|3|469
PT-1399|||1998|High|2023|Rayyaan|el-Mahdavi|6|0|3|Portugl|Apartamento|161.13|3|4|477
PT-587||Female|1997|Perfect|2021|Dongwoo|Le|2|0|72|EUA|Apartamento|275.5|3|2|503
PT-747|Faro||2014||2023|Dylan|Hoffmeyer|5|0|37|Portugal|Apartamento|323.1|3|4|408
PT-1091|||2015|Perfect|2019|Mahbooba|al-Rahman|6|1|53|PT|Quinta|321.22|3|4|409
PT-628|Porto|Female|2016|High|2020|Kevin|Bowser|3|0|35|PT|Vivenda|303.04|3|3|444
PT-1396|Lisboa|Female|2017|Very High|2020|Jace|Richards|5|0|44||Apartamento|213.25|3|1|545
PT-995|||2004||2017|Umar|el-Latif|6|0|47|Pt|Apartamento|216.98|3|2|364
PT-1093|LISBOA||1995|High|2015|Qiana|Chapman|4|1|21|EUA||184.83|3|4|380
PT-148|Portimão||1980|High|2020|Amber|Nanpei|2|1|26||Quinta|215.95|3|4|440
PT-665|Lagos|Male|2017|High|2018|Edwell|Ray|3|0|44|PT|Vivenda|342.98|3|3|501
PT-288|Portimão|Female|2003|Medium|2017|Preston|Willmann|1|0|50||Apartamento|193.37|3|3|430
PT-1103|Lisboa|Female|2000|Very High|2023|Tonja|Hall|3|1|46||Vivenda|154.93|3|2|426
PT-317|Porto|Male|1995|High|2018|Tareefa|el-Hassan|6|1|31|England|Apartamento|222.24|3|2|455
PT-500|Lx|Female|1999|High|2022|Shelen|Granados Garcia|1|1|57|UK||320.19|3|1|402
PT-156|Lagos|Female|2016|Medium|2015|Diego|Benzor|4|0|52|United States of America|Vivenda|329.36|3|2|457
PT-265|PORTO||2016|High|2019|Baasim|al-Badour|6|0|65|Pt|Quinta|175.68|3|4|411
PT-1005||Female|2003|High|2018|Tyrone|Jenkins|3|0|55|PT||292.02|3|3|459
PT-750|Porto|Female|1995|High|2022|Jesse|Valero-Zarate|4|0|42||Apartamento|121.88|3|4|397
PT-1271|LISBOA||2000|High|2020|Knieshia|France|3|1|43|PT|Apartamento|325.96|3|4|445
PT-532|Lisboa|Female|1980|High|2022|Leah|Amaro|4|1|38|UK|Apartamento|146.14|3|2|435
PT-384|Lisboa||2016|Perfect|2017|Mu'mina|el-Salameh|6|1|25|England||129.3|3|3|477
PT-166|Lisboa||2012||2015|Gian|Anderson|5|0|39|United States of America|Quinta|118.33|3|4|500
PT-552|Proto|Female|2001|High|2020|Raliya|Sherrell|3|1|43|USA|Quinta|174.37|3|1|443
PT-657||Female||Low|2021|Esther|Tellez|4|1|6|EUA|Vivenda|201.63|3|2|512
PT-848|Lisboa|Female|1980|Low|2016|Jamie|Corning|2|1|34|EUA|Apartamento|153.23|3|2|454
PT-533|Portimão|Male|2005|Perfect|2022|Julian|Garcia-Quezada|4|0|22|USA|Vivenda|251.98|3|1|419
PT-853||Male|2004|Very High|2021|Brandon|Tran|1|0|34|Pt|Apartamento|338.38|3|2|448
PT-1328|Lagos|Male|2014|High|2023|Isaac|Fry|5|0|57|England|Vivenda|333.8|3|4|373
PT-136|PORTO|Female||Low|2021|Naadiya|el-Sheikh|6|1|54||Vivenda|120.42|3|4|439
PT-407|Portimão|Female||Medium|2019|Sadeeqa|el-Bilal|6|1|61|ENGLAND|Apartamento|341.55|3|3|511
PT-829|Faro|Female|2006|High|2021|Haifaaa|al-Ahmed|6|1|49|Portugal|Quinta|255.08|3|3|434
PT-841||Female|1920|Very High|2021|Amber|Taylor|3|1|37|ENGLAND|Apartamento|274.8|3|3|352
PT-658||Male|1995|High|2018|Jordan|Ellerbrock|5|0|35|Pt|Vivenda|115.32|3|2|494
PT-937|Lisboa|Female|2014||2015|Shatyanna|Donaldson|3|1|54|Portugl||288.07|3|2|480
PT-211|||1920|High|2020|Aseel|el-Jafari|6|0|55|UK|Apartamento|288.47|3|3|550
PT-686|Lagos|Female|1996|High|2017|Ivan|Villa|1|0|67||Quinta|127.39|3|2|440
PT-1002|Lisboa|Female|1960|High|2020|O Shae|Gerbitz|3|0|44|ENGLAND|Apartamento|186.12|3|2|471
PT-397|LISBOA|Female|2008|Low|2017|Saamiqa|al-Rais|6|1|37|Pt|Apartamento|112.51|3|4|485
PT-69|LISBOA|Male|2000||2020|Timothy|Davis|3|0|40|Portugal|Quinta|344.95|3|4|416
PT-213|Lisboa|Female||Very High|2021|Julie|Gonzalez|4|1|73|Portugal|Apartamento|126.28|3|1|426
PT-1157|PORTO||1980|Very High|2018|Rabdaa|el-Allam|6|1|26|United States of America||202.81|3|3|544
PT-546|Porto|Female|1975|Very High|2015|Abdulrahman|Williams|3|0|32|PT|Apartamento|164.76|3|2|450
PT-230|Lisboa||2016|Low|2017|Mu,Aawiya|al-Beydoun|6|0|67|EUA|Vivenda|259.27|3|3|458
PT-159|Coimbra|Male|2008|High|2021|Shannon|Farris|1|1|39|Portugal|Apartamento|273.18|3|4|493
PT-664|Portimão||2017|High|2023|Rebekah|Beyer|5|1|23||Quinta|261.67|3|1|529
PT-345|Portimão||2012|Perfect|2023|Todd|Sammakia|5|0|38|EUA|Apartamento|205.13|3|3|437
PT-420|Lx||2016|Low|2018|Kyoung Min|Prabhu|2|0|66|UK|Vivenda|325.36|3|2|466
PT-1096|Coimbra|Male|1996|High|2017|Thomas|Phelps|5|0|41|ENGLAND||173.69|3|1|414
PT-991|||1998||2016|Ischara|Compton|3|1|43|ENGLAND|Vivenda|176.79|3|1|440
PT-320|Coimbra|Male|1998||2020|Audryana|Garcia Lira|4|1|74|ENGLAND|Vivenda|198.68|3|4|417
PT-1168||Female|2014|Very High|2021|Alejandro|Moore|4|0|32|UK||290.89|3|2|434
PT-474|Lx|Male|2007|Medium|2020|Tyler|Carr|1|1|34|Portugal|Apartamento|332.51|3|3|453
PT-74|Porto|Male|2017|High|2015|Raadi|el-Raad|6|0|12|ENGLAND|Apartamento|192.77|3|2|456
PT-115|PORTO|Male|1950||2020|Baahir|el-Morad|6|0|36|PT|Apartamento|111.23|3|4|528
PT-90|Porto|Male|2004|High|2020|Leighton|Mo|2|0|26|Portugal|Apartamento|126.9|3|2|405
PT-14|Lisboa||2006|Perfect|2020|Kameron|Adams|1|0|58|Pt|Apartamento|226.96|3|1|468
PT-592|Proto|Female||Very High|2023|Kelsey|Mahnken|1|1|70|Prt||321.11|3|2|495
PT-524|Porto|||High|2018|Jesse|Guerrero|1|0|44|UK|Quinta|320.33|3|4|375
PT-141|Lx||2013|High|2016|Naafoora|al-Ahmed|6|1|57|EUA|Vivenda|332.04|3|4|428
PT-51|Proto||2012||2023|Anna|Ghiasy|2|1|51|England||96.98|3|3|480
PT-623|Proto|Male|2008|High|2021|Spring|Morris|1|1|50|Portugal|Apartamento|268.25|3|2|516
PT-1325|Lisboa|Male|2007|High|2021|Matthew|Morrison|5|0|52||Apartamento|96.27|3|4|429
PT-122|Lisboa|Female|2016|Very High|2022|Jennifer|Thomas|3|1|39|Portugal||161.15|3|4|414
PT-557|Lisboa|Female|1920||2023|Daniel|Mcelwreath|2|0|39||Apartamento|319.91|3|3|412
PT-980||Female|1900|Perfect|2015|Dominic|Huerta|4|0|63|Prt|Quinta|262.5|3|4|493
PT-367|Lisboa|Female|2005||2016|Adrian|Hoelsken|4|0|19|Portugal|Quinta|334.28|3|2|363
PT-613|Lisboa||1999|Perfect|2023|Riley|Hooper|5|0|30|USA|Vivenda|208.57|3|30|456
PT-1008|Faro|Female|2004|Low|2018|Trent|Aldridge|5|0|51|PT|Vivenda|202.02|3|2|488
PT-1235||Female|2016|High|2022|Danielle|Mills|1|1|21|EUA|Quinta|276.16|3|4|518
PT-928|LISBOA|Female|2016|Perfect|2023|Evan|Farrow|5|0|8||Apartamento|174.62|3|2|505
PT-1337|Lisboa||1980|Very High|2023|Jamie|Bashore|5|0|64|Portugal|Apartamento|238.7|3|4|434
PT-649|Porto|Female|||2022|Rachel|Horst|1|1|60|United States of America|Apartamento|295.58|3|4|438
PT-956|Proto|||High|2015|Jamissa|Washington|3|1|33|Portugal|Vivenda|310.8|3|2|421
PT-615|Lisboa|Female|2013||2016|Miranda|Dreher|5|1|53|PT|Vivenda|145.49|3|4|364
PT-792|Lx|Male||Medium|2017|Hanoona|el-Farid|6|1|44|ENGLAND|Quinta|228.07|3|2|485
PT-739|Coimbra|Male|1995|High|2015|Danielle|Jones|1|1|29|Portugal|Vivenda|164.04|3|4|480
PT-1171|Lisboa|Male|1900|High|2022|Kayanna|Sides|2|1|41|||160.61|3|2|507
PT-366|Coimbra|Male|1975|High|2019|Kamaria|Parris|3|1|32|UK||346.59|3|2|365
PT-1258|Lisboa||1975||2018|Yancey|Simmons|3|0|63|Pt|Quinta|232.92|3|2|484
